,url,title,rating,reviews,prep_time,calories_per_serving,ingredients_flat
24,https://www.bigoven.com/recipe/slow-cooker-taco-chicken/185756,Slow Cooker Taco Chicken,3.4,7,45,1075,"{u'salsa': u'2370 ml', u'taco seasoning mix': u'10 package', u'chicken broth': u'2370 ml', u'Boneless Skinless Chicken Breasts': u'9.1 kg'}"
25,https://www.bigoven.com/recipe/slow-cooker-hungarian-goulash/349458,Slow-Cooker Hungarian Goulash,1.5,2,620,428,"{u'beef stew meat': u'1.51666666666667 kg', u'onion': u'1.66666666666667 large', u'Worcestershire sauce': u'50 ml', u'paprika': u'16.6666666666667 ml', u'water': u'395 ml', u'garlic': u'1.66666666666667 clove', u'brown sugar': u'25 ml', u'salt': u'16.6666666666667 ml', u'ketchup': u'196.666666666667 ml', u'dry mustard': u'3.33333333333333 ml', u'all-purpose flour': u'98.3333333333333 ml'}"
26,https://www.bigoven.com/recipe/slow-cooker-bbq-porkchops/620163,Slow Cooker BBQ Porkchops,NA,NA,45,338,"{u'Bbq sauce': u'1.25 15 ounces', u'Pork chops': u'10'}"
27,https://www.bigoven.com/recipe/slow-cooker-savory-pot-roast/170039,Slow Cooker Savory Pot Roast,4.6,30,45,655,"{u'red potatoes': u'10 small', u'carrots': u'10 medium', u'dry onion soup & recipe mix': u'1.66666666666667 2-oz pouch', u""Campbell's Condensed Cream of Mushroom Soup"": u'1.66666666666667 10.75-oz can', u'boneless beef bottom round roasts': u'1.66666666666667 3-lb'}"
28,https://www.bigoven.com/recipe/slow-cooker-chicken-and-gravy/1154742,Slow Cooker Chicken and Gravy,NA,NA,240,125,"{u'cream of chicken soup': u'66.875 ounce can', u'3/4 cups of water': u'2.5 and', u'black pepper': u'1.55 ml', u'boneless skinless chicken breasts': u'1.125 kg', u'dry chicken gravy mix (0.87 ounce packets)': u'5 packets'}"
29,https://www.bigoven.com/recipe/slow-cooker-barbecue-ribs/1179183,Slow-Cooker Barbecue Ribs,NA,NA,240,3953,"{u'pepper': u'5 ml', u'packed brown sugar': u'147.5 ml', u'cola carbonated beverage': u'295 ml', u'pork loin back ribs': u'5 kg', u'barbecue sauce': u'887.5 ml', u'onion sliced': u'2.5 medium', u'salt': u'12.5 ml'}"
30,https://www.bigoven.com/recipe/herbed-slow-cooker-chicken/318954,Herbed Slow Cooker Chicken,4,3,45,285,"{u'olive oil': u'37.5 ml', u'garlic powder': u'5 ml', u'pepper': u'5 ml', u'dried basil': u'5 ml', u'seasoned salt': u'5 ml', u'chicken broth': u'295 ml', u'paprika': u'12.5 ml', u'browning sauce': u'5 ml', u'dried thyme': u'5 ml', u'chicken breast halves': u'10 each'}"
31,https://www.bigoven.com/recipe/slow-cooker-ham/482300,Slow Cooker Ham,4.2,5,480,2754,"{u'Brown sugar': u'591.25 ml', u'Ham': u'5 kg'}"
32,https://www.bigoven.com/recipe/pizza-chicken-in-the-slow-cooker/161667,Pizza Chicken in the Slow Cooker,4.2,5,495,462,"{u'Dried basil': u'37.5 ml', u'Onion': u'2.5', u'Dried Oregano': u'37.5 ml', u'Dried parsley': u'37.5 ml', u'Cream of mushroom soup': u'2.5 can (10.75oz)', u'salt and pepper': u'', u'Water': u'147.5 ml', u'Tomato Basil soup': u'2.5 10.75-oz can', u'Chicken Thighs': u'20', u'Green pepper': u'2.5', u'Tomato paste': u'75 ml'}"
33,https://www.bigoven.com/recipe/baked-slow-cooker-chicken/311168,Baked Slow Cooker Chicken,NA,NA,45,513,"{u'chicken': u'1.66666666666667 2-3 pound', u'root vegetables': u'1576.66666666667 ml', u'salt and pepper to taste': u'', u'paprika': u'8.33333333333333 ml'}"
34,https://www.bigoven.com/recipe/slow-cooker-chicken-and-dressing/674229,Slow Cooker Chicken and Dressing,NA,NA,45,871,"{u'salt and black pepper': u'', u'chicken stock': u'992.5 g', u'swiss': u'10 slice', u'condensed cream of chicken, celery or mushroom': u'5 10 3/4 ounce cans', u'boneless, skinless chicken breasts': u'10', u'butter,': u'295 ml', u'Stove Top dressing': u'1775 ml'}"
35,https://www.bigoven.com/recipe/slow-cooker-chicken-and-dumplings/247006,Slow Cooker Chicken and Dumplings,1,1,370,95,"{u'boneless chicken breast halves': u'5 skinless', u'butter': u'37.5 ml', u'cans condensed cream of chicken soup': u'2.5 cans', u'Onion': u'1.25 small', u'Chicken broth': u'1.25 can', u'refrigerated biscuit dough': u'2.5 packages'}"
36,https://www.bigoven.com/recipe/slow-cooker-dijon-chicken/177541,Slow Cooker Dijon Chicken,3.9,19,500,270,"{u'corn starch': u'25 ml', u'dijon mustard': u'98.3333333333333 ml', u'healthy version': u'1.66666666666667 can', u'salt and pepper': u'', u'paprika': u'', u'boneless skinless chicken breasts': u'10'}"
37,https://www.bigoven.com/recipe/slow-cooker-chicken-marsala/244621,Slow Cooker Chicken Marsala,3.7,7,45,297,"{u'pepper': u'2.5 ml', u'chopped fresh parsley': u'55 ml', u'sliced mushrooms, drained': u'2.5 6 oz. jars', u'canola oil': u'18.75 ml', u'water': u'147.5 ml', u'cornstarch': u'73.75 ml', u'sweet marsala wine': u'296.25 ml', u'salt': u'2.5 ml', u'boneless skinless chicken breasts': u'10', u'minced or chopped garlic': u'12.5 ml'}"
38,https://www.bigoven.com/recipe/slow-cooker-pepper-steak/1168075,Slow Cooker Pepper Steak,NA,NA,30,426,"{u'garlic powder': u'', u'vegetable oil': u'73.3333333333333 ml', u'beef sirloin': u'1.51666666666667 kg', u'chopped onion': u'196.666666666667 ml', u'soy sauce': u'73.3333333333333 ml', u'cornstarch': u'25 ml', u'hot water': u'98.3333333333333 ml', u'white sugar': u'8.33333333333333 ml', u'beef bouillon': u'1.66666666666667 cube', u'green bell peppers': u'3.33333333333333 large', u'stewed tomatoes': u'1.66666666666667 (14.5 ounce) can', u'salt': u'8.33333333333333 ml'}"
39,https://www.bigoven.com/recipe/slow-cooker-ropa-vieja/242184,Slow Cooker Ropa Vieja,5,4,240,300,"{u'crushed tomatoes': u'2.5 15 ounce can', u'bell peppers': u'5', u'onion': u'2.5 small', u'flank steak': u'1.7 kg', u'brine from olives': u'37.5 ml', u'jalapeno pepper': u'2.5', u'ground cumin': u'17.5 ml', u'garlic': u'5 cloves', u'kosher salt': u'', u'apple cider vinegar': u'37.5 ml', u'ketchup': u'110 ml', u'pimiento-stuffed olives': u'110 ml'}"
40,https://www.bigoven.com/recipe/slow-cooker-ratatouille/503017,Slow-Cooker Ratatouille,NA,NA,180,86,"{u'Bell pepper': u'3.33333333333333 medium', u'Italian Seasoning': u'3.33333333333333 ml', u'red onion': u'1.66666666666667 medium', u'black pepper': u'6.66666666666667 ml', u'chopped basil': u'25 ml', u'Mushrooms': u'1.66666666666667 10 oz pkg', u'olive oil for drizzling': u'', u'Tomato sauce': u'1.66666666666667 8 oz can', u'Eggplant': u'1.66666666666667 medium', u'salt': u'1.66666666666667 ml', u'diced tomatoes': u'1.66666666666667 can', u'yellow squash': u'1.66666666666667 medium'}"
41,https://www.bigoven.com/recipe/tortellini-slow-cooker/858156,Tortellini Slow Cooker,4,2,45,84,"{u'fresh spinach': u'2.5 small bag', u'italian style diced tomatoes': u'5 cans', u'vegetable broth': u'2365 ml', u'cream cheese': u'2.5 block', u'frozen tortellini': u'2.5 bag'}"
42,https://www.bigoven.com/recipe/slow-cooker-barbecued-beef/170396,Slow Cooker Barbecued Beef,4.5,11,560,354,"{u'Garlic powder': u'0.833333333333333 ml', u'Red wine vinegar': u'49.1666666666667 ml', u'Dijon mustard': u'25 ml', u'Boneless chuck roast': u'0.833333333333333 kg', u'Worcestershire Sauce': u'25 ml', u'Black pepper': u'0.833333333333333 ml', u'Brown sugar': u'49.1666666666667 ml', u'sandwich buns': u'', u'Salt': u'1.66666666666667 ml', u'Ketchup': u'295.833333333333 ml', u'Liquid smoke': u'4.16666666666667 ml'}"
43,https://www.bigoven.com/recipe/slow-cooker-ribs/174235,Slow cooker ribs,4.2,4,370,NA,"{u'as many ribs as you need to feed your family': u'', u'cajun seasoning or salt & pepper': u'', u'B-B-Q sauce': u'2.5 bottle'}"
44,https://www.bigoven.com/recipe/slow-cooker-meatballs-and-marinara/1167725,Slow-Cooker Meatballs and Marinara,NA,NA,60,394,"{u'olive oil': u'', u'(28-ounce) can crushed tomatoes': u'', u'minced garlic': u'', u'dried oregano': u'', u'shredded mozzarella cheese': u'', u'onion chopped fine': u'', u'lean ground beef': u'141.666666666667 percent', u'Italian sausage': u'', u'grated Parmesan cheese': u'', u'red wine': u'', u'tomato paste': u'', u'heavy cream': u'', u'finely chopped fresh basil': u'', u'Salt': u'', u'egg': u'', u'red pepper flakes': u''}"
45,https://www.bigoven.com/recipe/slow-cooker-lasagna/283119,Slow-Cooker Lasagna,NA,NA,30,389,"{u'chopped fresh parsley': u'2.5 Tablespoons', u'lasagna noodles': u'7.5', u'Kraft 2% Milk Shredded Mozzarella Cheese,': u'247.5 g', u'ground beef': u'0.5625 kg', u'water': u'296.25 ml', u""Breakstone's or Knudsen Ricotta Cheese"": u'1.25 15 ounce container', u'spaghetti sauce': u'1.25 26 ounce jar', u'egg': u'1.25'}"
46,https://www.bigoven.com/recipe/slow-cooker-turkey-breast/680834,Slow Cooker Turkey Breast,2,1,45,139,"{u'garlic powder': u'300 ml', u'seasoned salt': u'150 ml', u'dried basil': u'150 ml', u'dry onion soup mix': u'20 (1 ounce) packages', u'boneless turkey breast': u'10 (10 pound)', u'chicken broth': u'1770 ml', u'dried oregano': u'150 ml', u'dried parsley': u'150 ml', u'onion powder': u'150 ml'}"
47,https://www.bigoven.com/recipe/slow-cooker-carnitas/1193577,Slow Cooker Carnitas,NA,NA,30,530,"{u'garlic powder': u'5 ml', u'salt': u'5 ml', u'leaves': u'2 bay', u'chicken broth': u'473 ml', u'ground cinnamon': u'1 ml', u'boneless pork shoulder roast': u'1 (4 pound)', u'crumbled dried oregano': u'2 ml', u'ground coriander': u'2 ml', u'ground cumin': u'5 ml'}"
48,https://www.bigoven.com/recipe/slow-cooker-chicken-stroganoff/1156725,Slow Cooker Chicken Stroganoff,NA,NA,45,51,"{u'margarine': u'75 ml', u'condensed cream of chicken soup': u'2.5 (10.75 ounce) can', u'boneless chicken breast halves - cubed': u'10 skinless,', u'package cream cheese': u'2.5 (8 ounce)', u'package dry Italian-style salad dressing mix': u'2.5 (.7 ounce)'}"
49,https://www.bigoven.com/recipe/slow-cooker-chicken-curry/1171490,Slow Cooker Chicken Curry,4,1,240,151,"{u'green peas - frozen': u'592.5 ml', u'cilantro - optional garnish': u'', u'chicken stock - low sodium': u'295 ml', u'sweet potatoes - peeled and diced': u'5 medium', u'onion - thinly sliced': u'2.5 medium', u'lemon juice': u'75 ml', u'chickpeas - drained and rinsed': u'37.5 oz can', u'cayenne powder - optional': u'5 ml', u'tomato sauce': u'37.5 oz can', u'curry powder - salt-free': u'75 ml', u'coconut milk - light': u'295 ml', u'salt': u'12.5 ml', u'boneless skinless chicken breasts': u'1.125 kg'}"
50,https://www.bigoven.com/recipe/slow-cooker-chicken-cacciatore/232246,Slow Cooker Chicken Cacciatore,3.8,4,45,304,"{u'Fresh mushrooms': u'378.333333333333 g', u'Fresh garlic, peeled': u'5 cloves', u'Chicken Broth': u'591.666666666667 ml', u'Dried oregano': u'3.33333333333333 ml', u'Hot cooked rice': u'', u'Dry red wine': u'196.666666666667 ml', u'Green pepper': u'1.66666666666667 large', u'Chicken breasts boneless and skinless': u'10', u'Sweet onion': u'1.66666666666667 large', u'Salt & pepper': u'', u'Italian-style Diced tomatoes': u'3.33333333333333 cans'}"
51,https://www.bigoven.com/recipe/slow-cooker-chicken/56855,Slow Cooker Chicken,3,1,45,376,"{u'Garlic powder': u'25 ml', u'Pepper': u'25 ml', u'Mushroom': u'1.66666666666667 7-oz can', u'Onion': u'1.66666666666667 medium', u'Soy sauce': u'8.33333333333333 ml', u'Water': u'395 ml', u'Red wine': u'98.3333333333333 ml', u'Chicken': u'1.66666666666667 whole', u'Salt': u'25 ml'}"
52,https://www.bigoven.com/recipe/slow-cooker-salsa-chicken/270961,Slow Cooker Salsa Chicken,3.5,2,480,81,"{u'salsa': u'756.666666666667 g', u'taco seasoning mix, 40% less sodium': u'58.3333333333333 g', u'condensed cream of mushroom soup 98% fat free': u'493.333333333333 ml', u'boneless skinless chicken breast halves': u'1.13333333333333 kg'}"
53,https://www.bigoven.com/recipe/slow-cooker-teriyaki-chicken/773502,Slow Cooker Teriyaki Chicken,NA,NA,435,311,"{u'chicken breasts': u'5', u'Garlic cloves': u'5', u'Teriyaki sauce': u'296.25 ml', u'Red onion': u'1.25 medium', u'pineapple': u'2.5 cans', u'bag of carrots': u'1.25 medium'}"
54,https://www.bigoven.com/recipe/slow-cooker-salsa-chicken/692323,Slow Cooker Salsa Chicken,5,1,360,445,"{u'salsa': u'592.5 ml', u'reduced fat sour cream': u'295 ml', u'reduced fat cream of mushroom soup': u'2.5 can', u'boneless chicken breasts': u'10', u'reduced sodium taco seasoing': u'2.5 package'}"
55,https://www.bigoven.com/recipe/slow-cooker-island-beef/388391,Slow Cooker Island Beef,5,1,45,431,"{u'Red wine vinegar': u'123.333333333333 ml', u'Red bell pepper': u'1.66666666666667', u'Corn starch': u'36.6666666666667 ml', u'Soy sauce': u'50 ml', u'Pineapple chunks': u'1.66666666666667 (20 ounce) can', u'Beef broth': u'196.666666666667 ml', u'Top round steak': u'1.66666666666667 kg', u'Black pepper': u'3.33333333333333 ml', u'Garlic': u'3.33333333333333 cloves', u'Brown sugar': u'73.3333333333333 ml', u'Green bell pepper': u'1.66666666666667', u'Paprika': u'8.33333333333333 ml', u'Onions': u'3.33333333333333 large', u'Tomatoes': u'3.33333333333333 large'}"
56,https://www.bigoven.com/recipe/slow-cooker-chicken-and-dumplings/185977,Slow Cooker Chicken and Dumplings,3.9,21,240,353,"{u'boneless chicken breast halves': u'5', u'butter': u'2.5 tbs', u'onion': u'1.25', u'chicken broth': u'1.25 can', u'package refrigerated biscuit dough': u'1.25', u'cream of mushroom (i did fat free)': u'1.25 10.75 oz. can', u'veggies': u'1.25 can', u'cream of chicken (i did fat free)': u'1.25 10.75 oz. can'}"
57,https://www.bigoven.com/recipe/slow-cooker-butter-chicken/1170552,Slow Cooker Butter Chicken,NA,NA,45,81,"{u'butter': u'50 ml', u'vegetable oil': u'50 ml', u'diced': u'1.66666666666667 onion,', u'skinless': u'6.66666666666667 large', u'coconut milk': u'1.66666666666667 (14 ounce) can', u'tandoori masala': u'16.6666666666667 ml', u'garam masala': u'8.33333333333333 ml', u'garlic': u'5 cloves', u'cardamom pods': u'25 green', u'tomato paste': u'1.66666666666667 (6 ounce) can', u'curry powder': u'16.6666666666667 ml', u'salt': u'', u'plain yogurt': u'395 ml', u'curry paste': u'25 ml'}"
58,https://www.bigoven.com/recipe/slow-cooker-macaroni-and-cheese/178886,Slow Cooker Macaroni and Cheese,4.6,5,195,519,"{u'butter': u'1 stick of', u'Elbow Macaroni': u'1 8-oz package', u'Pepper': u'1 ml', u'Salt': u'5 ml', u'Velveeta': u'118 ml', u'Evaporated Milk': u'237 ml', u'sharp cheddar cheese': u'5 cups of', u'Egg': u'1', u'milk': u'237 ml'}"
